1.00133	0
-0.00133587	-0.63662
0.00133249	-7.06952e-009
-0.00133587	-0.212207
0.00133249	-1.4139e-008
-0.00133587	-0.127324
0.00133249	-2.12085e-008
-0.00133587	-0.0909458
0.00133249	-2.82781e-008
-0.00133587	-0.0707356
0.00133249	-3.53476e-008
-0.00133587	-0.0578747
0.00133249	-4.24171e-008
-0.00133587	-0.0489709
0.00133249	-4.94866e-008
-0.00133587	-0.0424416
0.00133249	-5.65561e-008
-0.00133587	-0.0374486
0.00133249	-6.36256e-008
-0.00133587	-0.0335069
0.00133249	-7.06952e-008
-0.00133587	-0.030316
0.00133249	-7.77647e-008
-0.00133587	-0.0276801
0.00133249	-8.48342e-008
-0.00133587	-0.0254661
0.00133249	-9.19037e-008
-0.00133587	-0.0235802
0.00133249	-9.89732e-008
-0.00133587	-0.0219545
0.00133249	-1.06043e-007
-0.00133587	-0.0205387
0.00133249	-1.13112e-007
-0.00133587	-0.0192946
0.00133249	-1.20182e-007
-0.00133587	-0.0181929
0.00133249	-1.27251e-007
-0.00133587	-0.0172104
0.00133249	-1.34321e-007
-0.00133587	-0.0163288
0.00133249	-1.4139e-007
-0.00133587	-0.0155335
0.00133249	-1.4846e-007
-0.00133587	-0.0148122
0.00133249	-1.55529e-007
-0.00133587	-0.0141553
0.00133249	-1.62599e-007
-0.00133587	-0.0135545
0.00133249	-1.69668e-007
-0.00133587	-0.0130029
0.00133249	-1.76738e-007
-0.00133587	-0.0124949
0.00133249	-1.83807e-007
-0.00133587	-0.0120254
0.00133249	-1.90877e-007
-0.00133587	-0.0115903
0.00133249	-1.97946e-007
-0.00133587	-0.011186
0.00133249	-2.05016e-007
-0.00133587	-0.0108093
0.00133249	-2.12085e-007
-0.00133587	-0.0104577
0.00133249	-2.19155e-007
-0.00133587	-0.0101287
0.00133249	-2.26224e-007
-0.00133587	-0.00982022
0.00133249	-2.33293e-007
-0.00133588	-0.0095305
0.00133249	-2.40363e-007
-0.00133588	-0.00925792
0.00133249	-2.47432e-007
-0.00133588	-0.00900106
0.00133249	-2.54502e-007
-0.00133588	-0.00875865
0.00133248	-2.61571e-007
-0.00133588	-0.00852955
0.00133248	-2.6864e-007
-0.00133588	-0.00831276
0.00133248	-2.7571e-007
-0.00133588	-0.00810738
0.00133248	-2.82779e-007
-0.00133588	-0.00791258
0.00133248	-2.89848e-007
-0.00133589	-0.00772763
0.00133248	-2.96917e-007
-0.00133589	-0.00755187
0.00133248	-3.03987e-007
-0.00133589	-0.00738469
0.00133248	-3.11056e-007
-0.00133589	-0.00722555
0.00133248	-3.18125e-007
-0.0013359	-0.00707395
0.00133248	-3.25194e-007
-0.0013359	-0.00692945
0.00133248	-3.32263e-007
-0.0013359	-0.00679162
0.00133248	-3.39332e-007
-0.0013359	-0.0066601
0.00133248	-3.46401e-007
-0.00133591	-0.00653454
